productId,name,cleanName,imageUrl,categoryId,groupId,url,modifiedOn,imageCount,extRarity,extNumber,extEnergyCost,extPowerCost,extMight,extCardType,extTag,extDomain,extFlavorText,lowPrice,midPrice,highPrice,marketPrice,directLowPrice,subTypeName
680360,Garen - Rugged,Garen Rugged,https://tcgplayer-cdn.tcgplayer.com/product/680360_200w.jpg,89,24528,https://cpt.tcgcsv.com/d9s7,2026-02-20T17:38:56.617,0,Promo,007/024,6,1,5,Champion Unit,Garen;Demacia;Elite,Body,"<em>""Fear is the first of many foes.""</em>",18.0,19.95,31.49,16.99,,Foil
680367,Fae Dragon,Fae Dragon,https://tcgplayer-cdn.tcgplayer.com/product/680367_200w.jpg,89,24528,https://cpt.tcgcsv.com/m9s7,2026-02-20T17:42:24.2,0,Promo,101/221,7,1,7,Unit,Bandle City;Dragon;Fae,Body,<em>The fae who guard the boundary of the spirit realm take their job as seriously as they take anything.</em>,1.0,1.45,5.99,1.52,,Foil
680376,Master Yi - Honed,Master Yi Honed,https://tcgplayer-cdn.tcgplayer.com/product/680376_200w.jpg,89,24528,https://cpt.tcgcsv.com/x9s7,2026-02-20T17:47:02,0,Promo,009/024,7,1,6,Champion Unit,Master Yi;Ionia,Body,"<em>""The focused mind can pierce through stone.""</em>",15.0,16.98,42.0,16.78,,Foil
680380,Doran's Blade,Dorans Blade,https://tcgplayer-cdn.tcgplayer.com/product/680380_200w.jpg,89,24528,https://cpt.tcgcsv.com/D9s7,2026-02-20T17:49:47.147,0,Promo,095/221,2,0,2,Gear,Equipment,,"<em>""I guess I could...throw it at someone<br>—Miss Fortune""</em>",1.5,2.25,5.0,2.89,,Foil
680392,Chaos Rune (R05b),Chaos Rune R05b,https://tcgplayer-cdn.tcgplayer.com/product/680392_200w.jpg,89,24528,https://cpt.tcgcsv.com/S9s7,2026-02-20T17:53:48.12,0,Promo,R05b,0,0,0,Rune,,Chaos,,31.18,32.12,32.83,32.71,,Foil
680406,Treasure Hunter,Treasure Hunter,https://tcgplayer-cdn.tcgplayer.com/product/680406_200w.jpg,89,24528,https://cpt.tcgcsv.com/8bs7,2026-02-20T17:58:41.717,0,Promo,130/221,2,,1,Unit,Shurima,Chaos,"<em>""I'm sure they won't miss it.""</em>",2.0,2.44,3.0,2.49,,Foil
680411,Harpoon Squad,Harpoon Squad,https://tcgplayer-cdn.tcgplayer.com/product/680411_200w.jpg,89,24528,https://cpt.tcgcsv.com/fbs7,2026-02-20T17:59:50.313,0,Promo,137/221,4,,4,Unit,Bilgewater;Pirate,Chaos,<em>No room for fear on the boat.</em>,0.32,1.0,15.0,0.98,,Foil
680416,Annie - Stubborn,Annie Stubborn,https://tcgplayer-cdn.tcgplayer.com/product/680416_200w.jpg,89,24528,https://cpt.tcgcsv.com/lbs7,2026-02-20T18:01:30.03,0,Promo,010/024,4,1,3,Champion Unit,Annie;Noxus,Chaos,"<em>""I want a turn!""</em>",38.99,41.49,45.0,43.49,,Foil
680423,Doran's Ring,Dorans Ring,https://tcgplayer-cdn.tcgplayer.com/product/680423_200w.jpg,89,24528,https://cpt.tcgcsv.com/tbs7,2026-02-20T18:03:33.687,0,Promo,124/221,1,0,1,Gear,Equipment,Chaos,,1.0,2.02,5.0,1.89,,Foil
680432,Order Rune (R06b),Order Rune R06b,https://tcgplayer-cdn.tcgplayer.com/product/680432_200w.jpg,89,24528,https://cpt.tcgcsv.com/Gbs7,2026-02-20T18:07:31.133,0,Promo,R06b,0,0,0,Rune,,Order,,14.68,27.99,44.0,15.48,,Foil
680434,Unsung Hero,Unsung Hero,https://tcgplayer-cdn.tcgplayer.com/product/680434_200w.jpg,89,24528,https://cpt.tcgcsv.com/Jbs7,2026-02-20T18:08:18.543,0,Promo,167/221,2,0,2,Unit,Demacia;Elite,Order,<em>She gave everything she had for the cause—even her legacy.</em>,2.0,2.45,10.0,3.36,,Foil
680437,Laurent Duelist,Laurent Duelist,https://tcgplayer-cdn.tcgplayer.com/product/680437_200w.jpg,89,24528,https://cpt.tcgcsv.com/Mbs7,2026-02-20T18:08:59.46,0,Promo,156/221,4,,3,Unit,Demacia,Order,"<em>""No my old foil, this isn't revenge—it's épéeback.""</em>",1.0,1.8,5.0,1.59,,Foil
680439,Lux - Crownguard,Lux Crownguard,https://tcgplayer-cdn.tcgplayer.com/product/680439_200w.jpg,89,24528,https://cpt.tcgcsv.com/Pbs7,2026-02-20T18:09:41.647,0,Promo,014/024,4,0,2,Champion Unit,Lux;Demacia,Order,"<em>""I've been hiding my light long enough.""</em>",30.4,32.0,40.0,27.18,,Foil
680441,Garen - Commander,Garen Commander,https://tcgplayer-cdn.tcgplayer.com/product/680441_200w.jpg,89,24528,https://cpt.tcgcsv.com/Rbs7,2026-02-20T18:10:17.187,0,Promo,013/024,6,1,5,Champion Unit,Garen;Demacia;Elite,Order,"<em>""For Demacia!""</em>",32.35,34.66,50.0,,,Foil
680443,Eye of the Herald,Eye of the Herald,https://tcgplayer-cdn.tcgplayer.com/product/680443_200w.jpg,89,24528,https://cpt.tcgcsv.com/Tbs7,2026-02-20T18:11:53.417,0,Promo,153/221,1,,,Gear,Equipment,Order,,1.0,1.8,15.0,2.78,,Foil
